git_commit,rustc_version,command,seed,timestamp,input_count,component_count,input_model,unsupported_input_features,instance_name,family,parameters,component_id,status,message,exact_cover_compared,cell_count,boundary_complexity,hole_count,reflex_vertex_count,horizontal_chord_count,vertical_chord_count,total_chord_count,effective_chord_enumerator,effective_chord_enumeration_microseconds,prepared_component_build_count,prepared_component_build_microseconds,boundary_extraction_microseconds,reflex_grouping_microseconds,occupancy_bytes,horizontal_interior_run_count,vertical_interior_run_count,candidate_reflex_pair_count,emitted_chord_count,explicit_conflict_edge_count,edge_density_numerator,edge_density_denominator,biclique_count,biclique_total_vertex_occurrences,biclique_size_per_chord_numerator,biclique_size_per_chord_denominator,biclique_size_per_edge_numerator,biclique_size_per_edge_denominator,c0_network_vertex_count,c0_network_arc_count,compressed_network_vertex_count,compressed_network_arc_count,maximum_matching_size,minimum_vertex_cover_size,output_rectangle_count,completion_backend,conflict_representation,path_tree_orientation,path_tree_orientation_policy,dual_region_count,dual_tree_vertex_count,path_count,path_edge_incidence_count,total_path_length_metric,dual_tree_max_depth,dual_tree_max_branching_degree,heavy_chain_count,heavy_chain_interval_count,tree_edge_occurrences,theoretical_path_occurrence_bound,theoretical_tree_edge_occurrence_bound,canonical_segment_node_count,path_tree_sigma,four_d_sigma,selected_chord_cut_materialization_microseconds,horizontal_simple_chord_completion_microseconds,vertical_simple_chord_completion_microseconds,rectangle_recovery_microseconds,final_output_validation_microseconds,completion_candidate_queries,completion_full_grid_scans,completion_added_horizontal_unit_cuts,completion_added_vertical_unit_cuts,completion_stale_candidates,rectangle_recovery_queue_pushes,rectangle_recovery_region_count,rectangle_recovery_allocations,c0_phase_microseconds,compressed_phase_microseconds,compact_only_phase_microseconds,peak_memory_bytes,owned_allocation_estimates,region_dual_backend,region_dual_construction_microseconds,dual_tree_edge_count,dual_allocated_bytes,dual_unit_cut_count,dual_area_cell_visits,dual_interval_count,dual_maximum_nesting_depth,hld_interval_count,explicit_path_records_materialized
bd945f504bfa5c7d95c55fe0783f573d24911dd6,rustc 1.89.0 (29483883e 2025-08-04),/Users/kcn/Desktop/algorithm/target/release/rect-cli benchmark --suite auto-fallback --output results/v0.7-auto-fallback.csv,,1784999154,7,7,finite-grid-auto-representation-fallback,ornaments;isolated-formal-boundary-points;line-segment-holes;point-holes;degenerate-formal-holes;general-polygon-input,endpoint-dense-tabs,auto-fallback,"{""min_horizontal"":2,""min_vertical"":2}",1,verified,dominance-4d,false,29,20,0,8,4,4,8,grid-interior-runs,0,1,1,13,0,561,4,4,8,8,,,,7,18,18,8,,,0,0,17,26,4,4,5,indexed-frontier,dominance-4d,,,,,,,,,,,,,,,,,,0,23,3,1,20,256,2,0,0,0,29,5,3,{},{},{},,"{""biclique_vectors"":536,""certificate_payload"":1280,""chord_vectors"":256,""completion_dense_arrays_estimate"":624,""completion_output_vectors"":352,""embedding_point_arrays"":512,""flow_graph_storage"":344,""prepared_grid_storage_estimate"":753,""rectangle_recovery_dense_storage_estimate"":281}",,,,,,,,,,
bd945f504bfa5c7d95c55fe0783f573d24911dd6,rustc 1.89.0 (29483883e 2025-08-04),/Users/kcn/Desktop/algorithm/target/release/rect-cli benchmark --suite auto-fallback --output results/v0.7-auto-fallback.csv,,1784999154,7,7,finite-grid-auto-representation-fallback,ornaments;isolated-formal-boundary-points;line-segment-holes;point-holes;degenerate-formal-holes;general-polygon-input,endpoint-near-identical-minus-one-cell,auto-fallback,"{""min_horizontal"":2,""min_vertical"":2}",1,verified,dominance-4d,false,28,16,0,6,3,2,5,grid-interior-runs,0,1,0,12,0,490,3,4,5,5,,,,1,4,4,5,,,0,0,8,9,2,2,4,indexed-frontier,dominance-4d,,,,,,,,,,,,,,,,,,0,2,2,0,1,224,2,0,0,0,28,4,3,{},{},{},,"{""biclique_vectors"":88,""certificate_payload"":536,""chord_vectors"":160,""completion_dense_arrays_estimate"":545,""completion_output_vectors"":176,""embedding_point_arrays"":320,""flow_graph_storage"":136,""prepared_grid_storage_estimate"":666,""rectangle_recovery_dense_storage_estimate"":266}",,,,,,,,,,
bd945f504bfa5c7d95c55fe0783f573d24911dd6,rustc 1.89.0 (29483883e 2025-08-04),/Users/kcn/Desktop/algorithm/target/release/rect-cli benchmark --suite auto-fallback --output results/v0.7-auto-fallback.csv,,1784999154,7,7,finite-grid-auto-representation-fallback,ornaments;isolated-formal-boundary-points;line-segment-holes;point-holes;degenerate-formal-holes;general-polygon-input,one-hole-ring,auto-fallback,"{""holes"":1}",0,verified,dominance-4d,false,16,8,1,4,0,0,0,grid-interior-runs,0,1,0,11,0,313,4,4,0,0,,,,0,0,,,,,0,0,2,0,0,0,4,indexed-frontier,dominance-4d,,,,,,,,,,,,,,,,,,0,3,1,0,0,164,2,4,0,0,16,4,3,{},{},{},,"{""biclique_vectors"":0,""certificate_payload"":16,""chord_vectors"":0,""completion_dense_arrays_estimate"":348,""completion_output_vectors"":192,""embedding_point_arrays"":0,""flow_graph_storage"":16,""prepared_grid_storage_estimate"":569,""rectangle_recovery_dense_storage_estimate"":153}",,,,,,,,,,
bd945f504bfa5c7d95c55fe0783f573d24911dd6,rustc 1.89.0 (29483883e 2025-08-04),/Users/kcn/Desktop/algorithm/target/release/rect-cli benchmark --suite auto-fallback --output results/v0.7-auto-fallback.csv,,1784999154,7,7,finite-grid-auto-representation-fallback,ornaments;isolated-formal-boundary-points;line-segment-holes;point-holes;degenerate-formal-holes;general-polygon-input,laminar-chain-7,auto-fallback,"{""scale"":7,""t"":7}",0,verified,path-tree,false,3731,116,0,56,14,14,28,prepared-path-tree-input,3,1,17,770,15,3969,,,,,,,,1,28,28,28,,,0,0,31,56,14,14,43,,path-tree,vertical-tree-horizontal-paths,build-both,15,15,14,196,196,14,2,1,14,14,280,280,1,28,,0,205,112,32,54,17224,2,378,0,0,3731,43,3,{},{},{},,{},boundary-laminar,42,14,472,0,0,14,0,1,0
bd945f504bfa5c7d95c55fe0783f573d24911dd6,rustc 1.89.0 (29483883e 2025-08-04),/Users/kcn/Desktop/algorithm/target/release/rect-cli benchmark --suite auto-fallback --output results/v0.7-auto-fallback.csv,,1784999154,7,7,finite-grid-auto-representation-fallback,ornaments;isolated-formal-boundary-points;line-segment-holes;point-holes;degenerate-formal-holes;general-polygon-input,laminar-star-7,auto-fallback,"{""scale"":7,""teeth"":7}",0,verified,path-tree,false,64,30,0,13,6,0,6,prepared-path-tree-input,2,1,1,64,1,120,,,,,,,,0,0,0,6,,,0,0,8,6,0,0,8,,path-tree,vertical-tree-horizontal-paths,build-both,1,1,6,0,0,0,0,1,0,0,72,0,0,0,,0,5,4,1,2,581,2,1,0,0,64,8,3,{},{},{},,{},boundary-laminar,7,0,24,0,0,0,0,0,0
bd945f504bfa5c7d95c55fe0783f573d24911dd6,rustc 1.89.0 (29483883e 2025-08-04),/Users/kcn/Desktop/algorithm/target/release/rect-cli benchmark --suite auto-fallback --output results/v0.7-auto-fallback.csv,,1784999154,7,7,finite-grid-auto-representation-fallback,ornaments;isolated-formal-boundary-points;line-segment-holes;point-holes;degenerate-formal-holes;general-polygon-input,balanced-laminar-7,auto-fallback,"{""scale"":7,""teeth"":8}",0,verified,path-tree,false,89,34,0,15,7,0,7,prepared-path-tree-input,0,1,1,55,0,170,,,,,,,,0,0,0,7,,,0,0,9,7,0,0,9,,path-tree,vertical-tree-horizontal-paths,build-both,1,1,7,0,0,0,0,1,0,0,84,0,0,0,,0,6,5,1,2,797,2,1,0,0,89,9,3,{},{},{},,{},boundary-laminar,8,0,24,0,0,0,0,0,0
bd945f504bfa5c7d95c55fe0783f573d24911dd6,rustc 1.89.0 (29483883e 2025-08-04),/Users/kcn/Desktop/algorithm/target/release/rect-cli benchmark --suite auto-fallback --output results/v0.7-auto-fallback.csv,,1784999154,7,7,finite-grid-auto-representation-fallback,ornaments;isolated-formal-boundary-points;line-segment-holes;point-holes;degenerate-formal-holes;general-polygon-input,asymmetric-orientation-7,auto-fallback,"{""mask"":9971,""scale"":7}",0,verified,path-tree,false,9,12,0,4,1,1,2,prepared-path-tree-input,0,1,0,5,0,16,,,,,,,,1,2,2,2,,,0,0,5,4,1,1,4,,path-tree,vertical-tree-horizontal-paths,build-both,2,2,1,1,1,1,1,1,1,1,8,8,1,2,,0,2,1,0,0,110,2,2,0,0,9,4,3,{},{},{},,{},boundary-laminar,3,1,56,0,0,1,0,1,0
